loc,year,mo,da,adt,juv,unkn,roll. Frame,photoN,notes,date,DOY,Zone,valid,seq,total,PR(juv),juv2,tot2,juvtot,,,,,
Nelson Lagoon,2005,10,2,1,,,,407,,10/2/2005,275,6,1,8305,1,0,0,1,0,,,,,
Nelson Lagoon,2005,10,2,,,,,408,Nothing,10/2/2005,275,6,0,8306,0,,0,0,0,,,,,
Nelson Lagoon,2005,10,2,20,,,,409,,10/2/2005,275,6,1,8307,20,0,0,400,0,,,,,
Nelson Lagoon,2005,10,2,2,1,,,410,,10/2/2005,275,6,1,8308,3,0.333333333,1,9,3,,,,,
Nelson Lagoon,2005,10,2,32,5,,,411,,10/2/2005,275,6,1,8309,37,0.135135135,25,1369,185,,,,,
Nelson Lagoon,2005,10,2,23,5,,,412,,10/2/2005,275,6,1,8310,28,0.178571429,25,784,140,,,,,
Nelson Lagoon,2005,10,2,2,1,,,413,,10/2/2005,275,6,1,8311,3,0.333333333,1,9,3,,,,,
Nelson Lagoon,2005,10,2,24,12,1,,414,,10/2/2005,275,6,1,8312,36,0.333333333,144,1296,432,,,,,
Nelson Lagoon,2005,10,2,,,,,415,Unreadable,10/2/2005,275,6,0,8313,0,,0,0,0,,,,,
Nelson Lagoon,2005,10,2,12,4,,,416,,10/2/2005,275,6,1,8314,16,0.25,16,256,64,,,,,
Nelson Lagoon,2005,10,2,5,8,,,417,,10/2/2005,275,6,1,8315,13,0.615384615,64,169,104,,,,,
Nelson Lagoon,2005,10,2,5,0,,,418,Many Unknown,10/2/2005,275,6,1,8316,5,0,0,25,0,,,,,
Nelson Lagoon,2005,10,2,3,0,,,419,,10/2/2005,275,6,1,8317,3,0,0,9,0,,,,,
Nelson Lagoon,2005,10,2,9,1,,,420,,10/2/2005,275,6,1,8318,10,0.1,1,100,10,,,,,
Nelson Lagoon,2005,10,2,3,1,,,421,,10/2/2005,275,6,1,8319,4,0.25,1,16,4,,,,,
Nelson Lagoon,2005,10,2,14,1,,,422,,10/2/2005,275,6,1,8320,15,0.066666667,1,225,15,,,,,
Cold Bay,2005,10,3,5,0,,,423,,10/3/2005,276,7,1,8321,5,0,0,25,0,,,,,
Cold Bay,2005,10,3,24,0,,,424,Fuzzy,10/3/2005,276,7,1,8322,24,0,0,576,0,,,,,
Cold Bay,2005,10,3,21,1,,,425,,10/3/2005,276,7,1,8323,22,0.045454545,1,484,22,,,,,
Cold Bay,2005,10,3,19,2,,,426,,10/3/2005,276,7,1,8324,21,0.095238095,4,441,42,,,,,
Cold Bay,2005,10,3,8,2,,,427,,10/3/2005,276,7,1,8325,10,0.2,4,100,20,,,,,
Cold Bay,2005,10,3,7,4,,,428,,10/3/2005,276,7,1,8326,11,0.363636364,16,121,44,,,,,
Cold Bay,2005,10,3,18,12,,,429,,10/3/2005,276,7,1,8327,30,0.4,144,900,360,,,,,
Cold Bay,2005,10,3,20,8,,,430,,10/3/2005,276,7,1,8328,28,0.285714286,64,784,224,,,,,
Cold Bay,2005,10,3,1,2,,,431,Several Unreadable,10/3/2005,276,7,1,8329,3,0.666666667,4,9,6,,,,,
Cold Bay,2005,10,3,4,0,,,432,,10/3/2005,276,7,1,8330,4,0,0,16,0,,,,,
Cold Bay,2005,10,3,,,19,,433,,10/3/2005,276,7,0,8331,0,,0,0,0,,,,,
Cold Bay,2005,10,3,9,6,1,,434,,10/3/2005,276,7,1,8332,15,0.4,36,225,90,,,,,
Cold Bay,2005,10,3,9,6,,,435,,10/3/2005,276,7,1,8333,15,0.4,36,225,90,,,,,
Cold Bay,2005,10,3,15,12,1,,436,,10/3/2005,276,7,1,8334,27,0.444444444,144,729,324,,,,,
Cold Bay,2005,10,3,7,3,,,437,,10/3/2005,276,7,1,8335,10,0.3,9,100,30,,,,,
Cold Bay,2005,10,3,3,8,1,,438,,10/3/2005,276,7,1,8336,11,0.727272727,64,121,88,,,,,
Cold Bay,2005,10,3,17,17,,,439,,10/3/2005,276,7,1,8337,34,0.5,289,1156,578,,,,,
Cold Bay,2005,10,3,4,6,,,440,,10/3/2005,276,7,1,8338,10,0.6,36,100,60,,,,,
Cold Bay,2005,10,3,6,18,5,,441,,10/3/2005,276,7,1,8339,24,0.75,324,576,432,,,,,
Cold Bay,2005,10,3,9,0,1,,442,,10/3/2005,276,7,1,8340,9,0,0,81,0,,,,,
Cold Bay,2005,10,3,11,0,33,,443,,10/3/2005,276,7,1,8341,11,0,0,121,0,,,,,
Cold Bay,2005,10,3,,,4,,444,,10/3/2005,276,7,0,8342,0,,0,0,0,,,,,
Cold Bay,2005,10,3,5,0,1,,445,,10/3/2005,276,7,1,8343,5,0,0,25,0,,,,,
Cold Bay,2005,10,3,20,0,,,446,,10/3/2005,276,7,1,8344,20,0,0,400,0,,,,,
Cold Bay,2005,10,3,20,1,,,447,,10/3/2005,276,7,1,8345,21,0.047619048,1,441,21,,,,,
Cold Bay,2005,10,3,22,0,,,448,,10/3/2005,276,7,1,8346,22,0,0,484,0,,,,,
Cold Bay,2005,10,3,2,0,,,449,,10/3/2005,276,7,1,8347,2,0,0,4,0,,,,,
Cold Bay,2005,10,3,7,2,,,450,,10/3/2005,276,7,1,8348,9,0.222222222,4,81,18,,,,,
Cold Bay,2005,10,3,4,,1,,451,,10/3/2005,276,7,1,8349,4,0,0,16,0,,,,,
Cold Bay,2005,10,3,4,8,,,452,,10/3/2005,276,7,1,8350,12,0.666666667,64,144,96,,,,,
Cold Bay,2005,10,3,1,1,,,453,,10/3/2005,276,7,1,8351,2,0.5,1,4,2,,,,,
Cold Bay,2005,10,3,7,2,,,454,,10/3/2005,276,7,1,8352,9,0.222222222,4,81,18,,,,,
Cold Bay,2005,10,3,6,0,,,455,,10/3/2005,276,7,1,8353,6,0,0,36,0,,,,,
Cold Bay,2005,10,3,,,,,456,KIEI,10/3/2005,276,7,0,8354,0,,0,0,0,,,,,
Cold Bay,2005,10,3,19,4,,,457,,10/3/2005,276,7,1,8355,23,0.173913043,16,529,92,,,,,
Cold Bay,2005,10,3,17,,1,,458,,10/3/2005,276,7,1,8356,17,0,0,289,0,,,,,
Cold Bay,2005,10,3,14,3,1,,459,,10/3/2005,276,7,1,8357,17,0.176470588,9,289,51,,,,,
Cold Bay,2005,10,3,7,3,1,,460,,10/3/2005,276,7,1,8358,10,0.3,9,100,30,,,,,
Cold Bay,2005,10,3,2,4,,,461,CAGO,10/3/2005,276,7,1,8359,6,0.666666667,16,36,24,,,,,
Cold Bay,2005,10,3,3,6,,,462,CAGO,10/3/2005,276,7,1,8360,9,0.666666667,36,81,54,,,,,
Cold Bay,2005,10,3,13,4,,,463,CAGO,10/3/2005,276,7,1,8361,17,0.235294118,16,289,68,,,,,
Cold Bay,2005,10,3,16,4,1,,464,CAGO,10/3/2005,276,7,1,8362,20,0.2,16,400,80,,,,,
Cold Bay,2005,10,3,2,0,,,465,CAGO,10/3/2005,276,7,1,8363,2,0,0,4,0,,,,,
Cold Bay,2005,10,3,3,7,,,466,,10/3/2005,276,7,1,8364,10,0.7,49,100,70,,,,,
Cold Bay,2005,10,3,4,7,1,,467,,10/3/2005,276,7,1,8365,11,0.636363636,49,121,77,,,,,
Cold Bay,2005,10,3,1,0,,,468,CAGO,10/3/2005,276,7,1,8366,1,0,0,1,0,,,,,
Cold Bay,2005,10,3,24,23,,,469,CAGO,10/3/2005,276,7,1,8367,47,0.489361702,529,2209,1081,,,,,
Cold Bay,2005,10,3,17,13,,,470,CAGO,10/3/2005,276,7,1,8368,30,0.433333333,169,900,390,,,,,
Cold Bay,2005,10,3,20,19,,,471,CAGO,10/3/2005,276,7,1,8369,39,0.487179487,361,1521,741,,,,,
Cold Bay,2005,10,3,,,29,,472,CAGO,10/3/2005,276,7,0,8370,0,,0,0,0,,,,,
Cold Bay,2005,10,3,17,3,,,473,CAGO,10/3/2005,276,7,1,8371,20,0.15,9,400,60,,,,,
Cold Bay,2005,10,3,9,5,1,,474,,10/3/2005,276,7,1,8372,14,0.357142857,25,196,70,,,,,
Cold Bay,2005,10,3,,,,,475,None,10/3/2005,276,7,0,8373,0,,0,0,0,,,,,
Cold Bay,2005,10,3,6,1,,,476,,10/3/2005,276,7,1,8374,7,0.142857143,1,49,7,,,,,
Cold Bay,2005,10,3,8,0,,,477,,10/3/2005,276,7,1,8375,8,0,0,64,0,,,,,
Cold Bay,2005,10,3,,,7,,478,,10/3/2005,276,7,0,8376,0,,0,0,0,,,,,
Cold Bay,2005,10,3,3,2,,,479,,10/3/2005,276,7,1,8377,5,0.4,4,25,10,,,,,
Cold Bay,2005,10,3,9,5,,,480,,10/3/2005,276,7,1,8378,14,0.357142857,25,196,70,,,,,
Cold Bay,2005,10,3,22,97,,,481,,10/3/2005,276,7,1,8379,119,0.81512605,9409,14161,11543,,,,,
Cold Bay,2005,10,3,3,7,,,482,,10/3/2005,276,7,1,8380,10,0.7,49,100,70,,,,,
Cold Bay,2005,10,3,7,4,,,483,,10/3/2005,276,7,1,8381,11,0.363636364,16,121,44,,,,,
Cold Bay,2005,10,3,6,0,1,,484,CAGO,10/3/2005,276,7,1,8382,6,0,0,36,0,,,,,
Cold Bay,2005,10,3,,,7,,485,,10/3/2005,276,7,0,8383,0,,0,0,0,,,,,
Cold Bay,2005,10,3,,,,,486,None,10/3/2005,276,7,0,8384,0,,0,0,0,,,,,
Cold Bay,2005,10,3,16,23,4,,487,,10/3/2005,276,7,1,8385,39,0.58974359,529,1521,897,,,,,
Cold Bay,2005,10,3,14,13,4,,488,,10/3/2005,276,7,1,8386,27,0.481481481,169,729,351,,,,,
Cold Bay,2005,10,3,16,5,,,489,,10/3/2005,276,7,1,8387,21,0.238095238,25,441,105,,,,,
Cold Bay,2005,10,3,,,,,490,None,10/3/2005,276,7,0,8388,0,,0,0,0,,,,,
Cold Bay,2005,10,3,2,3,,,491,,10/3/2005,276,7,1,8389,5,0.6,9,25,15,,,,,
Cold Bay,2005,10,3,25,12,2,,492,CAGO,10/3/2005,276,7,1,8390,37,0.324324324,144,1369,444,,,,,
Cold Bay,2005,10,3,21,3,,,493,CAGO,10/3/2005,276,7,1,8391,24,0.125,9,576,72,,,,,
Cold Bay,2005,10,3,8,4,,,494,,10/3/2005,276,7,1,8392,12,0.333333333,16,144,48,,,,,
Cold Bay,2005,10,3,2,1,1,,495,,10/3/2005,276,7,1,8393,3,0.333333333,1,9,3,,,,,
Cold Bay,2005,10,3,9,8,,,496,,10/3/2005,276,7,1,8394,17,0.470588235,64,289,136,,,,,
EGEGIK,2006,9,29,51,13,,108,844,,9/29/2006,272,1,1,8395,64,0.203125,169,4096,832,,,,,
EGEGIK,2006,9,29,10,10,,108,845,,9/29/2006,272,1,1,8396,20,0.5,100,400,200,,,,,
EGEGIK,2006,9,29,20,4,,108,846,,9/29/2006,272,1,1,8397,24,0.166666667,16,576,96,,,,,
EGEGIK,2006,9,29,3,4,,108,847,,9/29/2006,272,1,1,8398,7,0.571428571,16,49,28,,,,,
EGEGIK,2006,9,29,13,3,,108,848,,9/29/2006,272,1,1,8399,16,0.1875,9,256,48,,,,,
EGEGIK,2006,9,29,1,2,,108,849,,9/29/2006,272,1,1,8400,3,0.666666667,4,9,6,,,,,
EGEGIK,2006,9,29,8,1,,108,851,,9/29/2006,272,1,1,8401,9,0.111111111,1,81,9,,,,,
EGEGIK,2006,9,29,8,0,,108,852,,9/29/2006,272,1,1,8402,8,0,0,64,0,,,,,
EGEGIK,2006,9,29,3,4,,108,853,,9/29/2006,272,1,1,8403,7,0.571428571,16,49,28,,,,,
UGASHIK,2006,9,29,7,10,,108,855,,9/29/2006,272,2,1,8404,17,0.588235294,100,289,170,,,,,
UGASHIK,2006,9,29,5,0,,108,856,,9/29/2006,272,2,1,8405,5,0,0,25,0,,,,,
UGASHIK,2006,9,29,5,4,,108,857,,9/29/2006,272,2,1,8406,9,0.444444444,16,81,36,,,,,
UGASHIK,2006,9,29,1,3,,108,858,,9/29/2006,272,2,1,8407,4,0.75,9,16,12,,,,,
UGASHIK,2006,9,29,2,5,,108,859,,9/29/2006,272,2,1,8408,7,0.714285714,25,49,35,,,,,
UGASHIK,2006,9,29,3,4,,108,860,,9/29/2006,272,2,1,8409,7,0.571428571,16,49,28,,,,,
UGASHIK,2006,9,29,11,0,,108,861,,9/29/2006,272,2,1,8410,11,0,0,121,0,,,,,
UGASHIK,2006,9,29,7,8,,108,862,,9/29/2006,272,2,1,8411,15,0.533333333,64,225,120,,,,,
UGASHIK,2006,9,29,16,11,,108,863,,9/29/2006,272,2,1,8412,27,0.407407407,121,729,297,,,,,
UGASHIK,2006,9,29,8,2,,108,864,,9/29/2006,272,2,1,8413,10,0.2,4,100,20,,,,,
UGASHIK,2006,9,29,9,9,,108,865,,9/29/2006,272,2,1,8414,18,0.5,81,324,162,,,,,
CINDER R.,2006,9,29,10,11,,108,869,,9/29/2006,272,3,1,8415,21,0.523809524,121,441,231,,,,,
CINDER R.,2006,9,29,5,3,,108,870,,9/29/2006,272,3,1,8416,8,0.375,9,64,24,,,,,
CINDER R.,2006,9,29,18,6,,108,871,,9/29/2006,272,3,1,8417,24,0.25,36,576,144,,,,,
CINDER R.,2006,9,29,2,4,,108,873,,9/29/2006,272,3,1,8418,6,0.666666667,16,36,24,,,,,
CINDER R.,2006,9,29,23,17,,108,874,,9/29/2006,272,3,1,8419,40,0.425,289,1600,680,,,,,
CINDER R.,2006,9,29,16,12,,108,875,,9/29/2006,272,3,1,8420,28,0.428571429,144,784,336,,,,,
CINDER R.,2006,9,29,27,13,,108,876,,9/29/2006,272,3,1,8421,40,0.325,169,1600,520,,,,,
CINDER R.,2006,9,29,14,18,,108,877,,9/29/2006,272,3,1,8422,32,0.5625,324,1024,576,,,,,
CINDER R.,2006,9,29,5,3,,108,878,,9/29/2006,272,3,1,8423,8,0.375,9,64,24,,,,,
CINDER R.,2006,9,29,7,4,,108,879,,9/29/2006,272,3,1,8424,11,0.363636364,16,121,44,,,,,
CINDER R.,2006,9,29,4,7,,108,880,,9/29/2006,272,3,1,8425,11,0.636363636,49,121,77,,,,,
CINDER R.,2006,9,29,29,19,,108,881,,9/29/2006,272,3,1,8426,48,0.395833333,361,2304,912,,,,,
CINDER R.,2006,9,29,9,1,,108,882,,9/29/2006,272,3,1,8427,10,0.1,1,100,10,,,,,
CINDER R.,2006,9,29,10,6,,108,883,,9/29/2006,272,3,1,8428,16,0.375,36,256,96,,,,,
CINDER R.,2006,9,29,14,11,,108,884,,9/29/2006,272,3,1,8429,25,0.44,121,625,275,,,,,
CINDER R.,2006,9,29,24,1,,108,885,,9/29/2006,272,3,1,8430,25,0.04,1,625,25,,,,,
CINDER R.,2006,9,29,13,8,,108,886,,9/29/2006,272,3,1,8431,21,0.380952381,64,441,168,,,,,
CINDER R.,2006,9,29,14,1,,108,887,,9/29/2006,272,3,1,8432,15,0.066666667,1,225,15,,,,,
CINDER R.,2006,9,29,21,6,,108,888,,9/29/2006,272,3,1,8433,27,0.222222222,36,729,162,,,,,
CINDER R.,2006,9,29,19,4,,108,889,,9/29/2006,272,3,1,8434,23,0.173913043,16,529,92,,,,,
CINDER R.,2006,9,29,11,2,,108,890,,9/29/2006,272,3,1,8435,13,0.153846154,4,169,26,,,,,
CINDER R.,2006,9,29,6,1,,108,891,,9/29/2006,272,3,1,8436,7,0.142857143,1,49,7,,,,,
CINDER R.,2006,9,29,14,10,,108,892,,9/29/2006,272,3,1,8437,24,0.416666667,100,576,240,,,,,
CINDER R.,2006,9,29,27,3,,108,893,,9/29/2006,272,3,1,8438,30,0.1,9,900,90,,,,,
CINDER R.,2006,9,29,21,7,,108,894,,9/29/2006,272,3,1,8439,28,0.25,49,784,196,,,,,
CINDER R.,2006,9,29,14,0,,108,895,,9/29/2006,272,3,1,8440,14,0,0,196,0,,,,,
CINDER R.,2006,9,29,7,0,,108,896,,9/29/2006,272,3,1,8441,7,0,0,49,0,,,,,
CINDER R.,2006,9,29,19,2,,108,897,,9/29/2006,272,3,1,8442,21,0.095238095,4,441,42,,,,,
CINDER R.,2006,9,29,7,0,,108,898,,9/29/2006,272,3,1,8443,7,0,0,49,0,,,,,
CINDER R.,2006,9,29,17,1,,108,899,,9/29/2006,272,3,1,8444,18,0.055555556,1,324,18,,,,,
CINDER R.,2006,9,29,12,0,,108,900,,9/29/2006,272,3,1,8445,12,0,0,144,0,,,,,
CINDER R.,2006,9,29,8,2,,109,901,,9/29/2006,272,3,1,8446,10,0.2,4,100,20,,,,,
CINDER R.,2006,9,29,10,1,,109,902,,9/29/2006,272,3,1,8447,11,0.090909091,1,121,11,,,,,
CINDER R.,2006,9,29,10,0,,109,903,,9/29/2006,272,3,1,8448,10,0,0,100,0,,,,,
CINDER R.,2006,9,29,3,0,,109,904,,9/29/2006,272,3,1,8449,3,0,0,9,0,,,,,
CINDER R.,2006,9,29,13,0,,109,905,,9/29/2006,272,3,1,8450,13,0,0,169,0,,,,,
CINDER R.,2006,9,29,21,0,,109,906,,9/29/2006,272,3,1,8451,21,0,0,441,0,,,,,
CINDER R.,2006,9,29,9,1,,109,907,,9/29/2006,272,3,1,8452,10,0.1,1,100,10,,,,,
CINDER R.,2006,9,29,14,0,,109,908,,9/29/2006,272,3,1,8453,14,0,0,196,0,,,,,
CINDER R.,2006,9,29,16,1,,109,909,,9/29/2006,272,3,1,8454,17,0.058823529,1,289,17,,,,,
CINDER R.,2006,9,29,14,1,,109,910,,9/29/2006,272,3,1,8455,15,0.066666667,1,225,15,,,,,
CINDER R.,2006,9,29,2,5,,109,911,,9/29/2006,272,3,1,8456,7,0.714285714,25,49,35,,,,,
CINDER R.,2006,9,29,5,0,,109,912,,9/29/2006,272,3,1,8457,5,0,0,25,0,,,,,
CINDER R.,2006,9,29,28,1,,109,913,,9/29/2006,272,3,1,8458,29,0.034482759,1,841,29,,,,,
CINDER R.,2006,9,29,1,0,,109,914,,9/29/2006,272,3,1,8459,1,0,0,1,0,,,,,
CINDER R.,2006,9,29,4,8,,109,915,,9/29/2006,272,3,1,8460,12,0.666666667,64,144,96,,,,,
CINDER R.,2006,9,29,4,1,,109,916,,9/29/2006,272,3,1,8461,5,0.2,1,25,5,,,,,
CINDER R.,2006,9,29,23,2,,109,917,,9/29/2006,272,3,1,8462,25,0.08,4,625,50,,,,,
CINDER R.,2006,9,29,10,19,,109,918,,9/29/2006,272,3,1,8463,29,0.655172414,361,841,551,,,,,
CINDER R.,2006,9,29,11,3,,109,919,,9/29/2006,272,3,1,8464,14,0.214285714,9,196,42,,,,,
CINDER R.,2006,9,29,16,0,,109,920,,9/29/2006,272,3,1,8465,16,0,0,256,0,,,,,
CINDER R.,2006,9,29,9,0,,109,921,,9/29/2006,272,3,1,8466,9,0,0,81,0,,,,,
CINDER R.,2006,9,29,9,0,,109,922,,9/29/2006,272,3,1,8467,9,0,0,81,0,,,,,
CINDER R.,2006,9,29,8,0,,109,923,,9/29/2006,272,3,1,8468,8,0,0,64,0,,,,,
CINDER R.,2006,9,29,5,2,,109,924,,9/29/2006,272,3,1,8469,7,0.285714286,4,49,14,,,,,
CINDER R.,2006,9,29,5,0,,109,925,,9/29/2006,272,3,1,8470,5,0,0,25,0,,,,,
CINDER R.,2006,9,29,11,2,,109,926,,9/29/2006,272,3,1,8471,13,0.153846154,4,169,26,,,,,
CINDER R.,2006,9,29,9,6,,109,927,,9/29/2006,272,3,1,8472,15,0.4,36,225,90,,,,,
CINDER R.,2006,9,29,6,12,,109,928,,9/29/2006,272,3,1,8473,18,0.666666667,144,324,216,,,,,
CINDER R.,2006,9,29,32,31,,109,929,,9/29/2006,272,3,1,8474,63,0.492063492,961,3969,1953,,,,,
CINDER R.,2006,9,29,18,22,,109,930,,9/29/2006,272,3,1,8475,40,0.55,484,1600,880,,,,,
CINDER R.,2006,9,29,9,7,,109,932,,9/29/2006,272,3,1,8476,16,0.4375,49,256,112,,,,,
CINDER R.,2006,9,29,1,2,,109,934,,9/29/2006,272,3,1,8477,3,0.666666667,4,9,6,,,,,
CINDER R.,2006,9,29,6,7,,109,936,,9/29/2006,272,3,1,8478,13,0.538461538,49,169,91,,,,,
CINDER R.,2006,9,29,13,16,,109,938,,9/29/2006,272,3,1,8479,29,0.551724138,256,841,464,,,,,
CINDER R.,2006,9,29,9,16,,109,939,,9/29/2006,272,3,1,8480,25,0.64,256,625,400,,,,,
CINDER R.,2006,9,29,24,37,,109,940,,9/29/2006,272,3,1,8481,61,0.606557377,1369,3721,2257,,,,,
CINDER R.,2006,9,29,19,31,,109,941,,9/29/2006,272,3,1,8482,50,0.62,961,2500,1550,,,,,
CINDER R.,2006,9,29,11,11,,109,942,,9/29/2006,272,3,1,8483,22,0.5,121,484,242,,,,,
CINDER R.,2006,9,29,15,0,,109,943,,9/29/2006,272,3,1,8484,15,0,0,225,0,,,,,
CINDER R.,2006,9,29,2,6,,109,944,,9/29/2006,272,3,1,8485,8,0.75,36,64,48,,,,,
CINDER R.,2006,9,29,4,0,,109,945,,9/29/2006,272,3,1,8486,4,0,0,16,0,,,,,
CINDER R.,2006,9,29,32,17,,109,946,,9/29/2006,272,3,1,8487,49,0.346938776,289,2401,833,,,,,
CINDER R.,2006,9,29,22,10,,109,947,,9/29/2006,272,3,1,8488,32,0.3125,100,1024,320,,,,,
CINDER R.,2006,9,29,9,12,,109,948,,9/29/2006,272,3,1,8489,21,0.571428571,144,441,252,,,,,
CINDER R.,2006,9,29,3,2,,109,949,,9/29/2006,272,3,1,8490,5,0.4,4,25,10,,,,,
CINDER R.,2006,9,29,5,3,,109,950,,9/29/2006,272,3,1,8491,8,0.375,9,64,24,,,,,
CINDER R.,2006,9,29,7,5,,109,951,,9/29/2006,272,3,1,8492,12,0.416666667,25,144,60,,,,,
CINDER R.,2006,9,29,2,4,,109,952,,9/29/2006,272,3,1,8493,6,0.666666667,16,36,24,,,,,
CINDER R.,2006,9,29,16,12,,109,953,,9/29/2006,272,3,1,8494,28,0.428571429,144,784,336,,,,,
CINDER R.,2006,9,29,25,14,,109,954,,9/29/2006,272,3,1,8495,39,0.358974359,196,1521,546,,,,,
CINDER R.,2006,9,29,13,16,,109,955,,9/29/2006,272,3,1,8496,29,0.551724138,256,841,464,,,,,
CINDER R.,2006,9,29,57,61,,109,956,,9/29/2006,272,3,1,8497,118,0.516949153,3721,13924,7198,,,,,
CINDER R.,2006,9,29,27,25,,109,957,,9/29/2006,272,3,1,8498,52,0.480769231,625,2704,1300,,,,,
CINDER R.,2006,9,29,21,15,,109,958,,9/29/2006,272,3,1,8499,36,0.416666667,225,1296,540,,,,,
CINDER R.,2006,9,29,20,11,,109,959,,9/29/2006,272,3,1,8500,31,0.35483871,121,961,341,,,,,
CINDER R.,2006,9,29,6,7,,109,960,,9/29/2006,272,3,1,8501,13,0.538461538,49,169,91,,,,,
CINDER R.,2006,9,29,10,3,,109,961,,9/29/2006,272,3,1,8502,13,0.230769231,9,169,39,,,,,
CINDER R.,2006,9,29,6,4,,109,962,,9/29/2006,272,3,1,8503,10,0.4,16,100,40,,,,,
CINDER R.,2006,9,29,14,10,,109,963,,9/29/2006,272,3,1,8504,24,0.416666667,100,576,240,,,,,
CINDER R.,2006,9,29,9,13,,109,964,,9/29/2006,272,3,1,8505,22,0.590909091,169,484,286,,,,,
CINDER R.,2006,9,29,29,21,,109,965,,9/29/2006,272,3,1,8506,50,0.42,441,2500,1050,,,,,
CINDER R.,2006,9,29,9,11,,109,966,,9/29/2006,272,3,1,8507,20,0.55,121,400,220,,,,,
CINDER R.,2006,9,29,22,11,,109,967,,9/29/2006,272,3,1,8508,33,0.333333333,121,1089,363,,,,,
CINDER R.,2006,9,29,30,11,,109,968,,9/29/2006,272,3,1,8509,41,0.268292683,121,1681,451,,,,,
CINDER R.,2006,9,29,35,6,,109,969,,9/29/2006,272,3,1,8510,41,0.146341463,36,1681,246,,,,,
CINDER R.,2006,9,29,57,49,,109,970,,9/29/2006,272,3,1,8511,106,0.462264151,2401,11236,5194,,,,,
CINDER R.,2006,9,29,38,22,,109,971,,9/29/2006,272,3,1,8512,60,0.366666667,484,3600,1320,,,,,
CINDER R.,2006,9,29,12,3,,109,972,,9/29/2006,272,3,1,8513,15,0.2,9,225,45,,,,,
CINDER R.,2006,9,29,16,17,,109,973,,9/29/2006,272,3,1,8514,33,0.515151515,289,1089,561,,,,,
CINDER R.,2006,9,29,8,3,,109,974,,9/29/2006,272,3,1,8515,11,0.272727273,9,121,33,,,,,
CINDER R.,2006,9,29,1,4,,109,975,,9/29/2006,272,3,1,8516,5,0.8,16,25,20,,,,,
CINDER R.,2006,9,29,40,16,,109,976,,9/29/2006,272,3,1,8517,56,0.285714286,256,3136,896,,,,,
CINDER R.,2006,9,29,21,4,,109,977,,9/29/2006,272,3,1,8518,25,0.16,16,625,100,,,,,
CINDER R.,2006,9,29,8,3,,109,978,,9/29/2006,272,3,1,8519,11,0.272727273,9,121,33,,,,,
CINDER R.,2006,9,29,24,24,,109,979,,9/29/2006,272,3,1,8520,48,0.5,576,2304,1152,,,,,
CINDER R.,2006,9,29,7,7,,109,980,,9/29/2006,272,3,1,8521,14,0.5,49,196,98,,,,,
CINDER R.,2006,9,29,11,11,,109,981,,9/29/2006,272,3,1,8522,22,0.5,121,484,242,,,,,
CINDER R.,2006,9,29,8,9,,109,982,,9/29/2006,272,3,1,8523,17,0.529411765,81,289,153,,,,,
CINDER R.,2006,9,29,3,3,,109,983,,9/29/2006,272,3,1,8524,6,0.5,9,36,18,,,,,
CINDER R.,2006,9,29,1,0,,109,984,,9/29/2006,272,3,1,8525,1,0,0,1,0,,,,,
CINDER R.,2006,9,29,4,0,,109,985,,9/29/2006,272,3,1,8526,4,0,0,16,0,,,,,
CINDER R.,2006,9,29,6,7,,109,986,,9/29/2006,272,3,1,8527,13,0.538461538,49,169,91,,,,,
CINDER R.,2006,9,29,11,16,,109,987,,9/29/2006,272,3,1,8528,27,0.592592593,256,729,432,,,,,
CINDER R.,2006,9,29,5,2,,109,988,,9/29/2006,272,3,1,8529,7,0.285714286,4,49,14,,,,,
PORT HEIDEN,2006,9,28,12,2,,,,,9/28/2006,271,4,1,8530,14,0.142857143,4,196,28,,,,,
PORT HEIDEN,2006,9,28,62,6,,,,,9/28/2006,271,4,1,8531,68,0.088235294,36,4624,408,,,,,
PORT HEIDEN,2006,9,28,18,0,,,,,9/28/2006,271,4,1,8532,18,0,0,324,0,,,,,
PORT HEIDEN,2006,9,28,10,2,,,,,9/28/2006,271,4,1,8533,12,0.166666667,4,144,24,,,,,
PORT HEIDEN,2006,9,28,13,0,,,,,9/28/2006,271,4,1,8534,13,0,0,169,0,,,,,
PORT HEIDEN,2006,9,28,19,0,,,,,9/28/2006,271,4,1,8535,19,0,0,361,0,,,,,
PORT HEIDEN,2006,9,28,19,1,,,,,9/28/2006,271,4,1,8536,20,0.05,1,400,20,,,,,
PORT HEIDEN,2006,9,28,34,2,,,,,9/28/2006,271,4,1,8537,36,0.055555556,4,1296,72,,,,,
PORT HEIDEN,2006,9,28,23,1,,,,,9/28/2006,271,4,1,8538,24,0.041666667,1,576,24,,,,,
PORT HEIDEN,2006,9,28,9,1,,,,,9/28/2006,271,4,1,8539,10,0.1,1,100,10,,,,,
PORT HEIDEN,2006,9,28,6,0,,,,,9/28/2006,271,4,1,8540,6,0,0,36,0,,,,,
PORT HEIDEN,2006,9,28,6,4,,,,,9/28/2006,271,4,1,8541,10,0.4,16,100,40,,,,,
PORT HEIDEN,2006,9,28,5,14,,,,,9/28/2006,271,4,1,8542,19,0.736842105,196,361,266,,,,,
PORT HEIDEN,2006,9,28,27,23,,,,,9/28/2006,271,4,1,8543,50,0.46,529,2500,1150,,,,,
PORT HEIDEN,2006,9,28,7,3,,,,,9/28/2006,271,4,1,8544,10,0.3,9,100,30,,,,,
